id,project,service,group,board,area,roadid,carriageway,location,erp,side,position,class,fault,repair,priority,comment,size,length,width,total,latitude,longitude,faulttime,inspector,inspection,seq,photoid
TEST_ASM_2281,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,2614,3782,01N-0398-D,4952,R,1,BAR,Wire Barrier Damaged,Repair,3,,1,1,,1,-36.665973,174.675898,2020-05-21 09:45:00,SF,2020_05,258,SH1C3_200521_01124
TEST_ASM_2287,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,3164,10196,01N-0381-R2,15381,R,2,MSC,Traffic Services (GR/SR/EMP),Repair Traffic,2,yellow bollard,1,1,,1,-36.576505,174.667358,2020-05-21 09:52:00,SF,2020_05,238,SH1C3_200521_01933
TEST_ASM_229,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,2613,2663,01N-0398-I,3168,L,1,PVM,Alligator Cracking (A/C Rd),Mill and Fill,3,,80x2,80,2,160,-36.653497,174.663977,2020-02-21 10:27:00,SF,2020_02,268,SH1C3_200221_03731
TEST_ASM_2290,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,3135,8812,01N-0373/9.56-I,710,L,2,VEG,Vegetation Encroachment (Vertical),Vegetation Vertical Trim,3,,10,10,,10,-36.532408,174.678048,2020-05-21 10:00:00,SF,2020_05,230,SH1C3_200521_02640
TEST_ASM_2297,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,3110,3764,01N-0414/00.29,3637,L,1,VEG,Vegetation Encroachment (Vertical),Vegetation Vertical Trim,2,,100,100,,100,-36.778207,174.746898,2020-05-21 10:26:00,SF,2020_05,286,SH1C3_200521_05289
TEST_ASM_2298,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,3110,3768,01N-0414/00.29,5821,L,1,MSC,Abandoned TTM,Pickup Abandoned TTM,2,,1,1,,1,-36.795367,174.758633,2020-05-21 10:28:00,SF,2020_05,288,SH1C3_200521_05487
TEST_ASM_230,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,2613,2663,01N-0398-I,6104,L,1,PVM,Alligator Cracking (A/C Rd),Mill and Fill,3,,60x2,60,2,120,-36.67402,174.68386,2020-02-21 10:29:00,SF,2020_02,270,SH1C3_200221_03925
TEST_ASM_2300,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,3110,3763,01N-0414/00.29,2974,R,1,PVM,Deformation/Shoving (A/C Rd),Structural Asphalt SAC,3,,20x3,20,3,60,-36.772817,174.743753,2020-05-21 10:41:00,SF,2020_05,285,SH1C3_200521_06252
TEST_ASM_2301,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,3110,3763,01N-0414/00.29,2748,R,1,PVM,Deformation/Shoving (A/C Rd),Structural Asphalt SAC,3,,10x1,10,1,10,-36.77092,174.742838,2020-05-21 10:41:00,SF,2020_05,284,SH1C3_200521_06274
TEST_ASM_2302,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1986,3749,018-0000-I,413,R,1,PVM,Rutting,Structural Asphalt SAC,3,,20x1,20,1,20,-36.753337,174.729238,2020-05-21 10:43:00,SF,2020_05,196,SH1C3_200521_06498
TEST_ASM_2303,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,2705,2698,01N-0398/11.65-D,12265,R,2,PVM,Alligator Cracking (A/C Rd),Mill and Fill,2,,4x2,4,2,8,-36.720682,174.71354,2020-05-21 10:59:00,SF,2020_05,247,SH1C3_200521_06982
TEST_ASM_2307,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,2705,2677,01N-0398/11.65-D,136,L,3,MSC,Abandoned TTM,Pickup Abandoned TTM,2,,1,1,,1,-36.749248,174.725055,2020-05-21 11:24:00,SF,2020_05,246,SH1C3_200521_10072
TEST_ASM_2309,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,2623,2687,01N-0410-R3,317,L,3,PVM,Deformation/Shoving (A/C Rd),Structural Asphalt SAC,3,,2x1,2,1,2,-36.719032,174.71233,2020-05-21 11:30:00,SF,2020_05,278,SH1C3_200521_10611
TEST_ASM_231,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,2613,2658,01N-0398-I,11042,L,1,PVM,Ravelling,Mill and Fill,3,,80x3,80,3,240,-36.710673,174.707312,2020-02-21 10:32:00,SF,2020_02,272,SH1C3_200221_04278
TEST_ASM_2312,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,2624,2709,01N-0398-R4,203,L,3,PVM,Deformation/Shoving (A/C Rd),Structural Asphalt SAC,3,,20x1,20,1,20,-36.626225,174.662162,2020-05-21 11:40:00,SF,2020_05,274,SH1C3_200521_10985
TEST_ASM_2318,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,2613,2658,01N-0398-I,11178,L,3,MSC,Abandoned TTM,Pickup Abandoned TTM,2,,1,1,,1,-36.711763,174.708017,2020-05-21 11:54:00,SF,2020_05,273,SH1C3_200521_11745
TEST_ASM_2321,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,2617,2700,01N-0410-R1,322,L,,SGN,Sign Disoriented,Sign Straighten,99,Speed Limit Standard 60 km/h,,,,,-36.717032,174.712495,2020-05-21 11:54:00,SF,2020_05,816,SH1C3_200521_11814
TEST_ASM_2324,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1782,2707,01N-0414-I,12611,L,1,BAR,Wire Barrier Damaged,Repair,2,,5,5,,5,-36.723368,174.714528,2020-05-21 11:57:00,SF,2020_05,359,SH1C3_200521_11945
TEST_ASM_2326,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,114,2594,01N-0414-D,762,R,1,BAR,Armco Barrier Damaged,Repair,3,,6,6,,6,-36.755942,174.731453,2020-05-21 12:44:00,SF,2020_05,319,SH1C3_200521_13534
TEST_ASM_2329,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1782,2581,01N-0414-I,1230,L,2,BAR,Armco Barrier Damaged,Repair,3,,5,5,,5,-36.758898,174.735235,2020-05-21 12:51:00,SF,2020_05,351,SH1C3_200521_14135
TEST_ASM_233,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,2704,2703,01N-0398/11.53-I,15463,L,1,PVM,Deformation/Shoving (A/C Rd),Structural Asphalt SAC,3,,2x1,2,1,2,-36.747655,174.723652,2020-02-21 10:35:00,SF,2020_02,245,SH1C3_200221_04686
TEST_ASM_2330,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1782,2581,01N-0414-I,1524,L,2,BAR,Armco Barrier Damaged,Repair,2,,6,6,,6,-36.760983,174.737287,2020-05-21 12:51:00,SF,2020_05,353,SH1C3_200521_14161
TEST_ASM_2331,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1782,2577,01N-0414-I,4939,L,2,PVM,Alligator Cracking (A/C Rd),Mill and Fill,3,,6x2,6,2,12,-36.788832,174.753295,2020-05-21 12:53:00,SF,2020_05,355,SH1C3_200521_14449
TEST_ASM_2332,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,136,2615,01N-0425-R1,80,L,2,VEG,Vegetation Encroachment (Vertical),Vegetation Vertical Trim,2,,30,30,,30,-36.836895,174.742027,2020-05-21 12:58:00,SF,2020_05,383,SH1C3_200521_14793
TEST_ASM_2333,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,114,2591,01N-0414-D,3347,R,2,PVM,Rutting,Structural Asphalt SAC,3,,60x2,60,2,120,-36.776107,174.745185,2020-05-21 13:05:00,SF,2020_05,321,SH1C3_200521_15311
TEST_ASM_2334,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1982,2655,01N-0414-R2,500,L,2,PVM,Alligator Cracking (A/C Rd),Mill and Fill,3,,20x3,20,3,60,-36.752515,174.727277,2020-05-21 13:07:00,SF,2020_05,361,SH1C3_200521_15602
TEST_ASM_2337,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1782,2652,01N-0414-I,280,L,3,PVM,Alligator Cracking (A/C Rd),Mill and Fill,2,,6x2,6,2,12,-36.771443,174.743092,2020-05-21 13:13:00,SF,2020_05,347,SH1C3_200521_15688
TEST_ASM_2345,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,116,10925,01N-0417-R4,0,R,4,PVM,Alligator Cracking (A/C Rd),Mill and Fill,2,,6x3,6,3,18,-36.812167,174.748993,2020-05-21 13:42:00,SF,2020_05,368,
TEST_ASM_2349,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1760,11319,020-0010/02.54-D,1090,R,1,BAR,Armco Barrier Damaged,Repair,3,,2,2,,2,-36.89912,174.712657,2020-05-22 09:31:00,SF,2020_05,688,SH1C3_200522_00145
TEST_ASM_235,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1980,2676,01N-0414-R1,307,L,1,PVM,Deformation/Shoving (A/C Rd),Structural Asphalt SAC,2,,20x3,20,3,60,-36.750415,174.726313,2020-02-21 10:35:00,SF,2020_02,360,SH1C3_200221_04744
TEST_ASM_2367,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,2071,9668,20A-0000/00.16-D,146,L,,SGN,Sign Disoriented,Sign Straighten,99,Speed Limit Standard 100 km/h,,,,,-36.904262,174.725158,2020-05-22 09:49:00,SF,2020_05,838,SH1C3_200522_01662
TEST_ASM_2368,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,2071,2173,20A-0000/00.16-D,462,R,2,PVM,Deformation/Shoving (A/C Rd),Structural Asphalt SAC,3,,2x1,2,1,2,-36.962068,174.799763,2020-05-22 10:23:00,SF,2020_05,773,SH1C3_200522_04765
TEST_ASM_2370,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1760,2206,020-0010/02.54-D,666,L,3,MSC,Abandoned TTM,Pickup Abandoned TTM,2,,1,1,,1,-36.952808,174.794875,2020-05-22 10:23:00,SF,2020_05,687,SH1C3_200522_04850
TEST_ASM_2378,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1740,10192,020-0010-I,9473,L,1,PVM,Ravelling,Mill and Fill,2,,80x3,80,3,240,-36.960315,174.798533,2020-05-22 10:49:00,SF,2020_05,725,SH1C3_200522_07746
TEST_ASM_2381,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1761,2232,020-0010/02.54-I,4927,R,4,BAR,Armco Barrier Damaged,Repair,2,,5,5,,5,-36.922713,174.770407,2020-05-22 10:56:00,SF,2020_05,708,SH1C3_200522_08451
TEST_ASM_2388,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,198,2413,01N-0451-R2,2,L,2,BAR,Armco Barrier Damaged,Repair,2,,5,5,,5,-37.013847,174.90468,2020-05-22 11:29:00,SF,2020_05,578,SH1C3_200522_10499
TEST_ASM_2390,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,2083,2207,020-0007-R4,258,L,2,PVM,Alligator Cracking (A/C Rd),Mill and Fill,2,,6x2,6,2,12,-36.956243,174.796477,2020-05-22 11:38:00,SF,2020_05,685,SH1C3_200522_11603
TEST_ASM_2394,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,190,2459,01N-0444-R2,2,L,3,PVM,L & T Cracking (Fatigue & Joint),Jointseal,3,,20,20,,20,-36.96347,174.868577,2020-05-22 12:25:00,SF,2020_05,528,SH1C3_200522_13917
TEST_ASM_2395,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,3214,9176,020-0001-R1,58,L,3,VEG,Vegetation Encroachment (Vertical),Vegetation Vertical Trim,3,,40,40,,40,-36.996288,174.877832,2020-05-22 12:29:00,SF,2020_05,672,SH1C3_200522_14165
TEST_ASM_240,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,3110,3763,01N-0414/00.29,2711,L,1,PVM,Flushing,Water Cutting,3,,10x3,10,3,30,-36.770617,174.742677,2020-02-21 10:38:00,SF,2020_02,283,SH1C3_200221_05065
TEST_ASM_2414,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1934,11336,016-0000/00.76-D,7520,R,1,PVM,Rutting,Structural Asphalt SAC,3,,40x1,40,1,40,-36.870833,174.712807,2020-05-22 13:33:00,SF,2020_05,103,
TEST_ASM_2415,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1932,10167,016-0000/00.76-I,96,L,1,PVM,Deformation/Shoving (A/C Rd),Structural Asphalt SAC,2,,3x2,3,2,6,-36.848648,174.783265,2020-05-22 13:42:00,SF,2020_05,106,SH1C3_200522_15431
TEST_ASM_2416,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1932,9541,016-0000/00.76-I,306,L,1,PVM,Deformation/Shoving (A/C Rd),Structural Asphalt SAC,3,,20x1,20,1,20,-36.85,174.781658,2020-05-22 13:43:00,SF,2020_05,108,SH1C3_200522_15463
TEST_ASM_2417,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1932,9542,016-0000/00.76-I,744,L,,SGN,Sign Missing,Sign Replace,99,Direction and placement Keep Left single disc,,,,,-36.84975,174.777338,2020-05-22 13:46:00,SF,2020_05,805,SH1C3_200522_15628
TEST_ASM_242,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,3111,3771,01N-0420-R6,1218,L,4,PVM,Alligator Cracking (A/C Rd),Mill and Fill,2,,30x3,30,3,90,-36.807755,174.757908,2020-02-21 10:42:00,SF,2020_02,377,SH1C3_200221_05523
TEST_ASM_2420,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1932,9557,016-0000/00.76-I,4743,L,,SGN,Sign Graffiti,Sign Clean,99,Speed Limit Standard 80 km/h,,,,,-36.86908,174.74312,2020-05-22 13:52:00,SF,2020_05,806,SH1C3_200522_16070
TEST_ASM_2425,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1934,3219,016-0000/00.76-D,28,L,4,PVM,Deformation/Shoving (A/C Rd),Structural Asphalt SAC,3,,4x3,4,3,12,-36.867685,174.729383,2020-05-22 13:56:00,SF,2020_05,94,SH1C3_200522_16229
TEST_ASM_2427,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,3065,9591,016-0002-R5,209,R,,SGN,Sign Damaged,Sign Replace,99,Speed Limit Standard 50 km/h,,,,,-36.854392,174.768665,2020-05-22 13:59:00,SF,2020_05,807,SH1C3_200522_16658
TEST_ASM_2431,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1606,9847,01N-0414/10.96-I,11356,L,5,PVM,Water Seepage,Investigate,2,,10,10,,10,-36.839665,174.743622,2020-05-22 14:25:00,SF,2020_05,316,SH1C3_200522_18179
TEST_ASM_2434,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,142,9845,01N-0427-I,433,L,2,PVM,Ravelling,Mill and Fill,3,,60x3,60,3,180,-36.846472,174.753262,2020-05-22 14:26:00,SF,2020_05,402,SH1C3_200522_18284
TEST_ASM_244,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,132,9337,01N-0422-R1,64,L,1,PVM,Deformation/Shoving (A/C Rd),Structural Asphalt SAC,2,,5x2,5,2,10,-36.810995,174.755035,2020-02-21 10:42:00,SF,2020_02,378,SH1C3_200221_05563
TEST_ASM_2444,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1741,2344,01N-0461/01.31-I,12737,L,1,PVM,Alligator Cracking (A/C Rd),Mill and Fill,2,,20x3,20,3,60,-37.209345,174.996202,2020-05-23 07:59:00,SF,2020_05,615,SH1C3_200523_02918
TEST_ASM_2445,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1640,2314,01N-0461/12.99-I,15640,L,1,PVM,Alligator Cracking (A/C Rd),Mill and Fill,3,,10x1,10,1,10,-37.229613,175.015308,2020-05-23 08:00:00,SF,2020_05,624,SH1C3_200523_03128
TEST_ASM_2446,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1777,2212,01N-0431/11.17-D,11404,R,,SGN,Sign Missing,Sign Replace,99,Road width or height low overhead clearance advance warning,,,,,-36.950652,174.858038,2020-05-23 08:23:00,SF,2020_05,819,SH1C3_200523_05726
TEST_ASM_2448,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1769,2475,01N-0431/11.16-I,15472,L,2,PVM,Alligator Cracking (A/C Rd),Mill and Fill,3,,2x1,2,1,2,-36.980785,174.882172,2020-05-23 08:38:00,SF,2020_05,433,SH1C3_200523_07481
TEST_ASM_2449,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,306,2200,022-0000/00.14-D,188,R,2,PVM,Alligator Cracking (A/C Rd),Mill and Fill,3,,20x3,20,3,60,-37.107005,174.947418,2020-05-23 08:49:00,SF,2020_05,737,SH1C3_200523_08763
TEST_ASM_2451,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,307,2193,022-0000/00.61,1220,L,,SGN,Post Leaning,Post Reinstate,99,Road width or height low overhead clearance advance warning,,,,,-37.114423,174.941815,2020-05-23 08:51:00,SF,2020_05,827,SH1C3_200523_08971
TEST_ASM_2452,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,308,2177,022-0000/10.10,11570,L,,SGN,Sign Faded,Sign Replace,99,Delineation and hazard markers chevron curve indicator black on yellow facing right,,,,,-37.172953,174.900088,2020-05-23 09:06:00,SF,2020_05,836,SH1C3_200523_09878
TEST_ASM_2453,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1771,2181,022-0000/03.71,7810,R,2,PVM,Ravelling,Mill and Fill,3,,40x3,40,3,120,-37.142622,174.88394,2020-05-23 09:11:00,SF,2020_05,756,SH1C3_200523_10482
TEST_ASM_2454,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1771,9590,022-0000/03.71,7025,R,2,PVM,Alligator Cracking (A/C Rd),Mill and Fill,3,,20x1,20,1,20,-37.136493,174.885407,2020-05-23 09:12:00,SF,2020_05,752,SH1C3_200523_10559
TEST_ASM_2455,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,307,2193,022-0000/00.61,1562,R,,SGN,Post Damaged,Post Repair,99,Delineation and hazard markers edge marker post no reflector,,,,,-37.116915,174.939603,2020-05-23 09:16:00,SF,2020_05,829,SH1C3_200523_11027
TEST_ASM_2456,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,307,2193,022-0000/00.61,999,R,2,BAR,Armco Barrier Damaged,Repair,3,,6,6,,6,-37.112482,174.94238,2020-05-23 09:16:00,SF,2020_05,739,SH1C3_200523_11083
TEST_ASM_2461,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1774,2304,002-0000,57,L,2,PVM,Alligator Cracking (A/C Rd),Mill and Fill,3,,20x3,20,3,60,-37.229798,175.016053,2020-05-23 09:28:00,SF,2020_05,2,SH1C3_200523_12431
TEST_ASM_2463,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1774,9690,002-0000,9042,L,1,PVM,Variable Surface,Level Mix,3,,40x2,40,2,80,-37.2192,175.114515,2020-05-23 09:35:00,SF,2020_05,30,SH1C3_200523_13268
TEST_ASM_2464,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1774,2118,002-0000,14704,L,1,PVM,Rutting,Structural Asphalt SAC,3,,40x3,40,3,120,-37.237798,175.171122,2020-05-23 09:39:00,SF,2020_05,35,SH1C3_200523_13710
TEST_ASM_2465,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1774,9692,002-0000,16414,L,1,BAR,Armco Barrier Damaged,Repair,3,,6,6,,6,-37.246997,175.184105,2020-05-23 09:40:00,SF,2020_05,40,SH1C3_200523_13855
TEST_ASM_2469,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1308,1061,002-0032,1772,L,1,PVM,Depression,Level Mix,2,subsidence,20x3,20,3,60,-37.27626,175.338228,2020-05-23 09:53:00,SF,2020_05,88,SH1C3_200523_15235
TEST_ASM_2470,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1308,11268,002-0032,2116,L,,SGN,Post Leaning,Post Reinstate,99,Priority Give Way Roundabout and Give Way combination,,,,,-37.275967,175.342093,2020-05-23 09:53:00,SF,2020_05,804,SH1C3_200523_15270
TEST_ASM_2472,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,228,9693,002-0018,2699,R,1,PVM,Pot Holes,Pothole Repair,1,,1,1,,1,-37.247263,175.214373,2020-05-23 10:02:00,SF,2020_05,52,SH1C3_200523_16395
TEST_ASM_2477,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1774,9688,002-0000,2205,R,1,PVM,Flushing,Water Cutting,3,,60x3,60,3,180,-37.22289,175.044188,2020-05-23 10:15:00,SF,2020_05,13,SH1C3_200523_17770
TEST_ASM_2478,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1774,9688,002-0000,1197,R,1,PVM,Deformation/Shoving (A/C Rd),Structural Asphalt SAC,3,,6x1,6,1,6,-37.22637,175.033688,2020-05-23 10:16:00,SF,2020_05,7,SH1C3_200523_17851
TEST_ASM_2479,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,165,2441,01N-0434-R2,2810,R,4,PVM,Alligator Cracking (A/C Rd),Mill and Fill,3,,10x2,10,2,20,-36.893122,174.803488,2020-05-23 10:47:00,SF,2020_05,505,SH1C3_200523_21578
TEST_ASM_2486,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,195,10088,01N-0448-D,364,R,3,BAR,Armco Barrier Damaged,Repair,3,,2,2,,2,-36.995032,174.889188,2020-05-23 11:13:00,SF,2020_05,559,SH1C3_200523_24675
TEST_ASM_2487,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1781,2434,01N-0431-D,8766,R,3,PVM,Deformation/Shoving (A/C Rd),Structural Asphalt SAC,3,,6x1,6,1,6,-36.92814,174.849263,2020-05-23 11:19:00,SF,2020_05,475,SH1C3_200523_25319
TEST_ASM_2489,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,143,2542,01N-0427-D,1137,R,3,PVM,Alligator Cracking (A/C Rd),Mill and Fill,3,,2x1,2,1,2,-36.861838,174.763478,2020-05-23 11:28:00,SF,2020_05,389,SH1C3_200523_26373
TEST_ASM_2491,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,147,3731,01N-0428-R3,142,L,3,BAR,Armco Barrier Damaged,Repair,3,,5,5,,5,-36.860523,174.75837,2020-05-23 11:28:00,SF,2020_05,418,SH1C3_200523_26425
TEST_ASM_2500,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,152,10236,01N-0428-R4,995,L,1,VEG,Vegetation Encroachment (Vertical),Vegetation Vertical Trim,2,,5,5,,5,-36.856527,174.76815,2020-05-24 07:58:00,SF,2020_05,422,SH1C3_200524_00760
TEST_ASM_2501,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1934,9567,016-0000/00.76-D,1358,R,1,PVM,Deformation/Shoving (A/C Rd),Structural Asphalt SAC,3,,10x1,10,1,10,-36.853495,174.772595,2020-05-24 07:59:00,SF,2020_05,97,SH1C3_200524_00816
TEST_ASM_2502,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,143,2548,01N-0427-D,38,L,1,PVM,Deformation/Shoving (A/C Rd),Structural Asphalt SAC,3,,6x3,6,3,18,-36.872518,174.773888,2020-05-24 08:02:00,SF,2020_05,388,SH1C3_200524_01148
TEST_ASM_2503,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,142,2530,01N-0427-I,2014,L,5,PVM,Alligator Cracking (A/C Rd),Mill and Fill,3,,4x1,4,1,4,-36.867615,174.768737,2020-05-24 08:03:00,SF,2020_05,410,SH1C3_200524_01305
TEST_ASM_2505,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,150,2559,01N-0429-R5,125,L,2,VEG,Vegetation Encroachment (Vertical),Vegetation Vertical Trim,3,,10,10,,10,-36.86199,174.763475,2020-05-24 08:05:00,SF,2020_05,424,SH1C3_200524_01543
TEST_ASM_2507,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1607,2564,01N-0414/10.96-D,63,L,5,VEG,Vegetation Encroachment (Vertical),Vegetation Vertical Trim,3,,50,50,,50,-36.859303,174.763338,2020-05-24 08:06:00,SF,2020_05,305,SH1C3_200524_01657
TEST_ASM_2509,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,3265,10925,01N-0422-R5,100,L,2,PVM,Rutting,Structural Asphalt SAC,3,,10x2,10,2,20,-36.812163,174.751378,2020-05-24 08:14:00,SF,2020_05,380,SH1C3_200524_02581
TEST_ASM_2511,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1607,9845,01N-0414/10.96-D,286,L,,SGN,Sign Damaged,Sign Replace,99,Lane management Diverge,,,,,-36.845162,174.752807,2020-05-24 08:19:00,SF,2020_05,818,SH1C3_200524_03032
TEST_ASM_2512,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1596,2626,01N-0414/09.02,9498,R,2,PVM,Alligator Cracking (A/C Rd),Mill and Fill,3,,20x3,20,3,60,-36.825283,174.749132,2020-05-24 08:21:00,SF,2020_05,289,SH1C3_200524_03286
TEST_ASM_2513,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1607,2626,01N-0414/10.96-D,9174,R,2,PVM,Alligator Cracking (A/C Rd),Mill and Fill,3,,10x1,10,1,10,-36.822593,174.75035,2020-05-24 08:21:00,SF,2020_05,309,SH1C3_200524_03314
TEST_ASM_2515,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1607,9852,01N-0414/10.96-D,12753,R,2,PVM,Water Seepage,Investigate,2,,2,2,,2,-36.848313,174.752867,2020-05-24 08:29:00,SF,2020_05,311,SH1C3_200524_04070
TEST_ASM_2516,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,143,2626,01N-0427-D,9756,L,1,PVM,Asphalt Delamination,Mill and Fill,2,,1x1,1,1,1,-36.827373,174.747855,2020-05-24 08:34:00,SF,2020_05,399,SH1C3_200524_04650
TEST_ASM_2519,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,229,3231,016-0004-R1,58,L,3,VEG,Vegetation Encroachment (Vertical),Vegetation Vertical Trim,2,,40,40,,40,-36.854513,174.757818,2020-05-24 08:43:00,SF,2020_05,134,SH1C3_200524_05625
TEST_ASM_2522,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,237,3219,016-0006-R4,12,R,3,PVM,Deformation/Shoving (A/C Rd),Structural Asphalt SAC,2,,3x2,3,2,6,-36.867493,174.729345,2020-05-24 08:50:00,SF,2020_05,144,SH1C3_200524_06035
TEST_ASM_2529,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,239,3216,016-0006-R3,263,R,3,PVM,Deformation/Shoving (A/C Rd),Structural Asphalt SAC,2,,6x3,6,3,18,-36.867501,174.729228,2020-05-24 09:11:00,SF,2020_05,143,SH1C3_200524_07617
TEST_ASM_2530,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,3089,3744,016-0004-R4,417,L,3,VEG,Vegetation Encroachment (Vertical),Vegetation Vertical Trim,2,,10,10,,10,-36.856718,174.755972,2020-05-24 09:14:00,SF,2020_05,139,SH1C3_200524_07885
TEST_ASM_2531,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,3089,9597,016-0004-R4,686,L,3,PVM,Asphalt Delamination,Mill and Fill,2,,3x2,3,2,6,-36.854625,174.757427,2020-05-24 09:14:00,SF,2020_05,141,SH1C3_200524_07905
TEST_ASM_2532,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,3085,3743,01N-0427-R5,733,L,3,PVM,L & T Cracking (Fatigue & Joint),Jointseal,3,,50,50,,50,-36.854242,174.757645,2020-05-24 09:14:00,SF,2020_05,415,SH1C3_200524_07915
